dataset,error,expected_docs,id,input_cost_usd,matched,model,num_returned,output_cost_usd,query,query_type,returned_docs,returned_scores,top_k,total_cost_usd
ducks,,['duck_technology.md'],f_easy_bubble_shield,,False,,0,,What is the Bubble Shield and how does it dissipate enemy fire?,factual,[],[],3,
ducks,,['duck_technology.md'],f_easy_hydro_thrusters,0.00043575,True,gemini-3.1-flash-lite,3,6.15e-05,How do Duck starships generate thrust and what is the visible signature of their drives?,factual,"['duck_technology.md', 'the_duck_wars.md', 'duck_wars_extended_history.md']","[0.8391, 0.7577, 0.7169]",3,0.00049725
ducks,,['duck_technology.md'],f_easy_squeak_drive,0.000436,True,gemini-3.1-flash-lite,3,9.15e-05,What is the Squeak Drive and how does it give Duck ships their maneuverability?,factual,"['duck_technology.md', 'the_duck_wars.md', 'duck_wars_extended_history.md']","[0.8307, 0.776, 0.7274]",3,0.0005275
ducks,,['duck_technology.md'],f_easy_wave_generator,,False,,0,,What is the Wave Generator and what does it do?,factual,[],[],3,
ducks,,"['the_duck_wars.md', 'duck_wars_extended_history.md']",f_easy_drainer_weapon,0.00062725,True,gemini-3.1-flash-lite,3,9.300000000000001e-05,What was the Spong Drainer weapon and what threat did it pose to Duck hulls?,factual,"['the_duck_wars.md', 'duck_wars_extended_history.md', 'duck_wars_extended_history.md']","[0.7424, 0.7394, 0.7296]",3,0.00072025
ducks,,"['the_duck_wars.md', 'duck_wars_extended_history.md']",f_easy_loofah_outcome,0.0007935,True,gemini-3.1-flash-lite,3,0.00014099999999999998,What happened to the Spong fleet at the Battle of the Loofah Line?,factual,"['duck_wars_extended_history.md', 'duck_wars_extended_history.md', 'duck_wars_extended_history.md']","[0.7745, 0.751, 0.7506]",3,0.0009345
ducks,,"['the_duck_wars.md', 'duck_wars_extended_history.md']",f_easy_admiral_suds,0.00010125,True,gemini-3.1-flash-lite,1,0.0001125,Who was Admiral Suds and what was his role in the war?,factual,['the_duck_wars.md'],[0.7018],3,0.00021375
ducks,,['galactic_gazetteer.md'],f_easy_soapstone,,False,,0,,What is the planet Soapstone and what is its atmosphere like?,factual,[],[],3,
ducks,,['galactic_gazetteer.md'],f_easy_whirlpoolia,,False,,0,,What is unusual about the planet Whirlpoolia and where is the Federation outpost there?,factual,[],[],3,
ducks,,['galactic_gazetteer.md'],f_easy_bristle,,False,,0,,What is unusual about the flora on the planet Bristle?,factual,[],[],3,
ducks,,['galactic_gazetteer.md'],f_easy_latheria,0.00065175,True,gemini-3.1-flash-lite,3,0.000102,What kind of world is Latheria and why is it important to the Quack-Federa-tion?,factual,"['the_duck_wars.md', 'galactic_gazetteer.md', 'quack_federation_governance.md']","[0.7597, 0.7476, 0.7329]",3,0.00075375
ducks,,['quack_federation_governance.md'],f_easy_currency,0.0003625,True,gemini-3.1-flash-lite,2,3.7500000000000003e-05,What is the basic currency of the Quack-Federa-tion and how is it subdivided?,factual,"['quack_federation_governance.md', 'the_duck_wars.md']","[0.7911, 0.7031]",3,0.00039999999999999996
ducks,,['quack_federation_governance.md'],f_easy_council_size,,False,,0,,How many seats does the Tide Council have in total?,factual,[],[],3,
ducks,,['quack_federation_governance.md'],f_easy_five_departments,,False,,0,,What are the five Departments that the Hydromarch presides over?,factual,[],[],3,
