dataset,error,expected_docs,id,input_cost_usd,matched,model,num_returned,output_cost_usd,query,query_type,returned_docs,returned_scores,top_k,total_cost_usd
ducks,,['duck_technology.md'],f_easy_bubble_shield,,False,,0,,What is the Bubble Shield and how does it dissipate enemy fire?,factual,[],[],3,
ducks,,['duck_technology.md'],f_easy_hydro_thrusters,0.0007235,True,gemini-3.1-flash-lite,3,6.75e-05,How do Duck starships generate thrust and what is the visible signature of their drives?,factual,"['duck_technology.md', 'the_duck_wars.md', 'duck_wars_extended_history.md']","[0.8391, 0.7577, 0.7153]",3,0.0007909999999999999
ducks,,['duck_technology.md'],f_easy_squeak_drive,0.00072375,True,gemini-3.1-flash-lite,3,0.0001215,What is the Squeak Drive and how does it give Duck ships their maneuverability?,factual,"['duck_technology.md', 'the_duck_wars.md', 'duck_wars_extended_history.md']","[0.8307, 0.776, 0.7343]",3,0.00084525
ducks,,['duck_technology.md'],f_easy_wave_generator,,False,,0,,What is the Wave Generator and what does it do?,factual,[],[],3,
ducks,,"['the_duck_wars.md', 'duck_wars_extended_history.md']",f_easy_drainer_weapon,0.00072375,True,gemini-3.1-flash-lite,3,9.449999999999999e-05,What was the Spong Drainer weapon and what threat did it pose to Duck hulls?,factual,"['the_duck_wars.md', 'duck_wars_extended_history.md', 'duck_technology.md']","[0.7424, 0.7347, 0.7045]",3,0.00081825
ducks,,"['the_duck_wars.md', 'duck_wars_extended_history.md']",f_easy_loofah_outcome,0.0008955,True,gemini-3.1-flash-lite,3,0.00015900000000000002,What happened to the Spong fleet at the Battle of the Loofah Line?,factual,"['duck_wars_extended_history.md', 'the_duck_wars.md', 'duck_wars_extended_history.md']","[0.7581, 0.7456, 0.7441]",3,0.0010545
ducks,,"['the_duck_wars.md', 'duck_wars_extended_history.md']",f_easy_admiral_suds,0.00010125,True,gemini-3.1-flash-lite,1,0.0001125,Who was Admiral Suds and what was his role in the war?,factual,['the_duck_wars.md'],[0.7018],3,0.00021375
ducks,,['galactic_gazetteer.md'],f_easy_soapstone,,False,,0,,What is the planet Soapstone and what is its atmosphere like?,factual,[],[],3,
ducks,,['galactic_gazetteer.md'],f_easy_whirlpoolia,,False,,0,,What is unusual about the planet Whirlpoolia and where is the Federation outpost there?,factual,[],[],3,
ducks,,['galactic_gazetteer.md'],f_easy_bristle,,False,,0,,What is unusual about the flora on the planet Bristle?,factual,[],[],3,
