dataset,error,expected_docs,id,input_cost_usd,matched,model,num_returned,output_cost_usd,query,query_type,returned_docs,returned_scores,top_k,total_cost_usd
ducks,,['duck_technology.md'],f_easy_bubble_shield,,False,,0,,What is the Bubble Shield and how does it dissipate enemy fire?,factual,[],[],3,
ducks,,['duck_technology.md'],f_easy_hydro_thrusters,0.00031375,True,gemini-3.1-flash-lite,3,6.75e-05,How do Duck starships generate thrust and what is the visible signature of their drives?,factual,"['duck_technology.md', 'the_duck_wars.md', 'duck_wars_extended_history.md']","[0.8391, 0.7577, 0.7128]",3,0.00038125
ducks,,['duck_technology.md'],f_easy_squeak_drive,0.000314,True,gemini-3.1-flash-lite,3,0.0001095,What is the Squeak Drive and how does it give Duck ships their maneuverability?,factual,"['duck_technology.md', 'the_duck_wars.md', 'duck_wars_extended_history.md']","[0.8307, 0.776, 0.7193]",3,0.0004235
ducks,,['duck_technology.md'],f_easy_wave_generator,,False,,0,,What is the Wave Generator and what does it do?,factual,[],[],3,
ducks,,"['the_duck_wars.md', 'duck_wars_extended_history.md']",f_easy_drainer_weapon,0.00035575,True,gemini-3.1-flash-lite,3,9.749999999999998e-05,What was the Spong Drainer weapon and what threat did it pose to Duck hulls?,factual,"['duck_wars_extended_history.md', 'the_duck_wars.md', 'duck_wars_extended_history.md']","[0.7512, 0.7424, 0.7239]",3,0.00045325
ducks,,"['the_duck_wars.md', 'duck_wars_extended_history.md']",f_easy_loofah_outcome,0.00038225,True,gemini-3.1-flash-lite,3,0.0001605,What happened to the Spong fleet at the Battle of the Loofah Line?,factual,"['duck_wars_extended_history.md', 'duck_wars_extended_history.md', 'duck_wars_extended_history.md']","[0.7925, 0.7842, 0.7722]",3,0.00054275
ducks,,"['the_duck_wars.md', 'duck_wars_extended_history.md']",f_easy_admiral_suds,0.00010125,True,gemini-3.1-flash-lite,1,9.15e-05,Who was Admiral Suds and what was his role in the war?,factual,['the_duck_wars.md'],[0.7018],3,0.00019275
ducks,,['galactic_gazetteer.md'],f_easy_soapstone,,False,,0,,What is the planet Soapstone and what is its atmosphere like?,factual,[],[],3,
ducks,,['galactic_gazetteer.md'],f_easy_whirlpoolia,,False,,0,,What is unusual about the planet Whirlpoolia and where is the Federation outpost there?,factual,[],[],3,
ducks,,['galactic_gazetteer.md'],f_easy_bristle,,False,,0,,What is unusual about the flora on the planet Bristle?,factual,[],[],3,
ducks,,['galactic_gazetteer.md'],f_easy_latheria,0.00037275,True,gemini-3.1-flash-lite,3,0.000132,What kind of world is Latheria and why is it important to the Quack-Federa-tion?,factual,"['the_duck_wars.md', 'quack_federation_governance.md', 'galactic_gazetteer.md']","[0.7597, 0.7314, 0.7186]",3,0.00050475
ducks,,['quack_federation_governance.md'],f_easy_currency,0.000368,True,gemini-3.1-flash-lite,3,3.7500000000000003e-05,What is the basic currency of the Quack-Federa-tion and how is it subdivided?,factual,"['quack_federation_governance.md', 'quack_federation_governance.md', 'the_duck_wars.md']","[0.7811, 0.7483, 0.7031]",3,0.0004055
ducks,,['quack_federation_governance.md'],f_easy_council_size,,False,,0,,How many seats does the Tide Council have in total?,factual,[],[],3,
ducks,,['quack_federation_governance.md'],f_easy_five_departments,0.0001295,True,gemini-3.1-flash-lite,1,0.0001095,What are the five Departments that the Hydromarch presides over?,factual,['quack_federation_governance.md'],[0.7341],3,0.000239
ducks,,['species_compendium.md'],f_easy_duck_lifespan,0.000148,True,gemini-3.1-flash-lite,1,2.1e-05,What is the average lifespan of a Duck in standard cycles?,factual,['species_compendium.md'],[0.7033],3,0.000169
ducks,,['species_compendium.md'],f_easy_echo_folk_comms,,False,,0,,How do the Echo-Folk communicate and where do they live?,factual,[],[],3,
ducks,,['isoprene_planetary_survey.md'],f_easy_splashport_pop,,False,,0,,What is the population of Splashport and where is the city located?,factual,[],[],3,
ducks,,['isoprene_planetary_survey.md'],f_easy_polymer_share,0.00040325,True,gemini-3.1-flash-lite,3,2.7e-05,What share of Isoprene's economy is accounted for by polymer extraction and processing?,factual,"['isoprene_planetary_survey.md', 'isoprene_planetary_survey.md', 'isoprene_planetary_survey.md']","[0.7861, 0.7743, 0.7516]",3,0.00043025
