dataset,error,expected_docs,id,input_cost_usd,matched,model,num_returned,output_cost_usd,query,query_type,returned_docs,returned_scores,top_k,total_cost_usd
ducks,,['duck_technology.md'],f_easy_bubble_shield,0.000312,True,gemini-3.1-flash-lite,3,0.0001155,What is the Bubble Shield and how does it dissipate enemy fire?,factual,"['duck_technology.md', 'isoprene_planetary_survey.md', 'the_duck_wars.md']","[0.6291, 0.6131, 0.6054]",3,0.0004275
ducks,,['duck_technology.md'],f_easy_hydro_thrusters,0.00043575,True,gemini-3.1-flash-lite,3,7.049999999999999e-05,How do Duck starships generate thrust and what is the visible signature of their drives?,factual,"['duck_technology.md', 'the_duck_wars.md', 'duck_wars_extended_history.md']","[0.8391, 0.7577, 0.7169]",3,0.00050625
ducks,,['duck_technology.md'],f_easy_squeak_drive,0.000436,True,gemini-3.1-flash-lite,3,9.300000000000001e-05,What is the Squeak Drive and how does it give Duck ships their maneuverability?,factual,"['duck_technology.md', 'the_duck_wars.md', 'duck_wars_extended_history.md']","[0.8307, 0.776, 0.7274]",3,0.0005290000000000001
ducks,,['duck_technology.md'],f_easy_wave_generator,0.00036425,True,gemini-3.1-flash-lite,3,6.000000000000001e-05,What is the Wave Generator and what does it do?,factual,"['duck_technology.md', 'duck_wars_extended_history.md', 'duck_wars_extended_history.md']","[0.586, 0.5726, 0.5629]",3,0.00042425
ducks,,"['the_duck_wars.md', 'duck_wars_extended_history.md']",f_easy_drainer_weapon,0.00062725,True,gemini-3.1-flash-lite,3,0.000114,What was the Spong Drainer weapon and what threat did it pose to Duck hulls?,factual,"['the_duck_wars.md', 'duck_wars_extended_history.md', 'duck_wars_extended_history.md']","[0.7424, 0.7394, 0.7296]",3,0.0007412499999999999
ducks,,"['the_duck_wars.md', 'duck_wars_extended_history.md']",f_easy_loofah_outcome,0.0007935,True,gemini-3.1-flash-lite,3,0.00015900000000000002,What happened to the Spong fleet at the Battle of the Loofah Line?,factual,"['duck_wars_extended_history.md', 'duck_wars_extended_history.md', 'duck_wars_extended_history.md']","[0.7745, 0.751, 0.7506]",3,0.0009525
ducks,,"['the_duck_wars.md', 'duck_wars_extended_history.md']",f_easy_admiral_suds,0.00062625,True,gemini-3.1-flash-lite,3,0.000306,Who was Admiral Suds and what was his role in the war?,factual,"['the_duck_wars.md', 'duck_wars_extended_history.md', 'duck_wars_extended_history.md']","[0.7018, 0.6834, 0.6786]",3,0.0009322499999999999
ducks,,['galactic_gazetteer.md'],f_easy_soapstone,0.00081825,True,gemini-3.1-flash-lite,3,3.7500000000000003e-05,What is the planet Soapstone and what is its atmosphere like?,factual,"['isoprene_planetary_survey.md', 'galactic_gazetteer.md', 'galactic_gazetteer.md']","[0.6898, 0.6833, 0.6332]",3,0.00085575
ducks,,['galactic_gazetteer.md'],f_easy_whirlpoolia,0.00064575,True,gemini-3.1-flash-lite,3,7.8e-05,What is unusual about the planet Whirlpoolia and where is the Federation outpost there?,factual,"['galactic_gazetteer.md', 'galactic_gazetteer.md', 'the_duck_wars.md']","[0.6835, 0.6525, 0.6425]",3,0.00072375
ducks,,['galactic_gazetteer.md'],f_easy_bristle,0.000814,True,gemini-3.1-flash-lite,3,6.75e-05,What is unusual about the flora on the planet Bristle?,factual,"['isoprene_planetary_survey.md', 'galactic_gazetteer.md', 'duck_wars_extended_history.md']","[0.6578, 0.6324, 0.632]",3,0.0008815
ducks,,['galactic_gazetteer.md'],f_easy_latheria,0.00065175,True,gemini-3.1-flash-lite,3,9.300000000000001e-05,What kind of world is Latheria and why is it important to the Quack-Federa-tion?,factual,"['the_duck_wars.md', 'galactic_gazetteer.md', 'quack_federation_governance.md']","[0.7597, 0.7476, 0.7329]",3,0.00074475
ducks,,['quack_federation_governance.md'],f_easy_currency,0.00062725,True,gemini-3.1-flash-lite,3,4.0499999999999995e-05,What is the basic currency of the Quack-Federa-tion and how is it subdivided?,factual,"['quack_federation_governance.md', 'the_duck_wars.md', 'isoprene_planetary_survey.md']","[0.7911, 0.7031, 0.6893]",3,0.0006677499999999999
ducks,,['quack_federation_governance.md'],f_easy_council_size,0.000555,True,gemini-3.1-flash-lite,3,1.95e-05,How many seats does the Tide Council have in total?,factual,"['duck_wars_extended_history.md', 'quack_federation_governance.md', 'isoprene_planetary_survey.md']","[0.6977, 0.6904, 0.609]",3,0.0005745
ducks,,['quack_federation_governance.md'],f_easy_five_departments,0.00055575,True,gemini-3.1-flash-lite,3,0.000165,What are the five Departments that the Hydromarch presides over?,factual,"['quack_federation_governance.md', 'duck_wars_extended_history.md', 'isoprene_planetary_survey.md']","[0.6851, 0.684, 0.638]",3,0.00072075
ducks,,['species_compendium.md'],f_easy_duck_lifespan,0.0007635,True,gemini-3.1-flash-lite,3,2.1e-05,What is the average lifespan of a Duck in standard cycles?,factual,"['species_compendium.md', 'quack_federation_governance.md', 'isoprene_planetary_survey.md']","[0.703, 0.6901, 0.6897]",3,0.0007844999999999999
ducks,,['species_compendium.md'],f_easy_echo_folk_comms,0.000764,True,gemini-3.1-flash-lite,3,4.2e-05,How do the Echo-Folk communicate and where do they live?,factual,"['species_compendium.md', 'quack_federation_governance.md', 'isoprene_planetary_survey.md']","[0.6488, 0.6389, 0.6258]",3,0.0008060000000000001
ducks,,['isoprene_planetary_survey.md'],f_easy_splashport_pop,0.00083325,True,gemini-3.1-flash-lite,3,4.9500000000000004e-05,What is the population of Splashport and where is the city located?,factual,"['isoprene_planetary_survey.md', 'isoprene_planetary_survey.md', 'isoprene_planetary_survey.md']","[0.6375, 0.6245, 0.6088]",3,0.00088275
ducks,,['isoprene_planetary_survey.md'],f_easy_polymer_share,0.00077825,True,gemini-3.1-flash-lite,3,2.7e-05,What share of Isoprene's economy is accounted for by polymer extraction and processing?,factual,"['isoprene_planetary_survey.md', 'isoprene_planetary_survey.md', 'isoprene_planetary_survey.md']","[0.76, 0.7388, 0.7353]",3,0.00080525
ducks,,['isoprene_planetary_survey.md'],f_easy_buoyant_capacity,0.000653,True,gemini-3.1-flash-lite,3,3.0000000000000004e-05,What is the sustained capital-vessel construction capacity of the Buoyant Yards per cycle?,factual,"['quack_federation_governance.md', 'quack_federation_governance.md', 'isoprene_planetary_survey.md']","[0.6913, 0.6817, 0.6745]",3,0.000683
ducks,,['isoprene_planetary_survey.md'],f_easy_way_of_tides_pct,0.000813,True,gemini-3.1-flash-lite,3,3.9e-05,What percentage of Isoprene's population practices the Way of the Tides?,factual,"['isoprene_planetary_survey.md', 'isoprene_planetary_survey.md', 'isoprene_planetary_survey.md']","[0.7356, 0.7304, 0.7088]",3,0.000852
ducks,,['duck_wars_extended_history.md'],f_med_battlebill,0.00062675,True,gemini-3.1-flash-lite,3,0.000129,What was the Mark-VII Battlebill and what wartime problem did it solve?,factual,"['the_duck_wars.md', 'duck_wars_extended_history.md', 'duck_wars_extended_history.md']","[0.6077, 0.6041, 0.5973]",3,0.00075575
ducks,,['duck_wars_extended_history.md'],f_med_loofah_accord_year,0.00080325,True,gemini-3.1-flash-lite,3,2.7e-05,In what standard cycle was the Loofah Accord signed?,factual,"['duck_wars_extended_history.md', 'isoprene_planetary_survey.md', 'duck_wars_extended_history.md']","[0.6674, 0.6604, 0.6598]",3,0.00083025
ducks,,['duck_wars_extended_history.md'],f_med_long_withdrawal,0.00039625,True,gemini-3.1-flash-lite,3,0.00016350000000000002,What was the Long Withdrawal and which worlds anchored the resulting defensive arc?,factual,"['duck_wars_extended_history.md', 'the_duck_wars.md', 'duck_wars_extended_history.md']","[0.6544, 0.6451, 0.6374]",3,0.00055975
ducks,,['isoprene_planetary_survey.md'],f_med_reedwater_act,0.00083275,True,gemini-3.1-flash-lite,3,9.6e-05,"What does the Reedwater Conservation Act protect, and roughly how many harvesting licenses are issued per cycle?",factual,"['quack_federation_governance.md', 'isoprene_planetary_survey.md', 'isoprene_planetary_survey.md']","[0.671, 0.6616, 0.6586]",3,0.0009287500000000001
ducks,,['isoprene_planetary_survey.md'],f_med_stillwater_protocol,0.00042075,True,gemini-3.1-flash-lite,3,6.15e-05,What is the Stillwater Protocol and what is the designated primary continuity-of-government site?,factual,"['isoprene_planetary_survey.md', 'duck_wars_extended_history.md', 'quack_federation_governance.md']","[0.6434, 0.5863, 0.563]",3,0.00048225000000000004
