dataset,error,expected_docs,id,input_cost_usd,matched,model,num_returned,output_cost_usd,query,query_type,returned_docs,returned_scores,top_k,total_cost_usd
ducks,,['duck_technology.md'],f_easy_bubble_shield,,False,,0,,What is the Bubble Shield and how does it dissipate enemy fire?,factual,[],[],3,
ducks,,['duck_technology.md'],f_easy_hydro_thrusters,0.0007235,True,gemini-3.1-flash-lite,3,6.9e-05,How do Duck starships generate thrust and what is the visible signature of their drives?,factual,"['duck_technology.md', 'the_duck_wars.md', 'duck_wars_extended_history.md']","[0.8391, 0.7577, 0.7153]",3,0.0007925
ducks,,['duck_technology.md'],f_easy_squeak_drive,0.00072375,True,gemini-3.1-flash-lite,3,0.0001215,What is the Squeak Drive and how does it give Duck ships their maneuverability?,factual,"['duck_technology.md', 'the_duck_wars.md', 'duck_wars_extended_history.md']","[0.8307, 0.776, 0.7343]",3,0.00084525
ducks,,['duck_technology.md'],f_easy_wave_generator,,False,,0,,What is the Wave Generator and what does it do?,factual,[],[],3,
ducks,,"['the_duck_wars.md', 'duck_wars_extended_history.md']",f_easy_drainer_weapon,0.00072375,True,gemini-3.1-flash-lite,3,8.85e-05,What was the Spong Drainer weapon and what threat did it pose to Duck hulls?,factual,"['the_duck_wars.md', 'duck_wars_extended_history.md', 'duck_technology.md']","[0.7424, 0.7347, 0.7045]",3,0.00081225
ducks,,"['the_duck_wars.md', 'duck_wars_extended_history.md']",f_easy_loofah_outcome,0.0008955,True,gemini-3.1-flash-lite,3,0.00015900000000000002,What happened to the Spong fleet at the Battle of the Loofah Line?,factual,"['duck_wars_extended_history.md', 'the_duck_wars.md', 'duck_wars_extended_history.md']","[0.7581, 0.7456, 0.7441]",3,0.0010545
ducks,,"['the_duck_wars.md', 'duck_wars_extended_history.md']",f_easy_admiral_suds,0.00089475,True,gemini-3.1-flash-lite,3,0.0002655,Who was Admiral Suds and what was his role in the war?,factual,"['the_duck_wars.md', 'duck_wars_extended_history.md', 'duck_wars_extended_history.md']","[0.7018, 0.6767, 0.6519]",3,0.00116025
ducks,,['galactic_gazetteer.md'],f_easy_soapstone,0.001119,True,gemini-3.1-flash-lite,2,9.15e-05,What is the planet Soapstone and what is its atmosphere like?,factual,"['galactic_gazetteer.md', 'isoprene_planetary_survey.md']","[0.6763, 0.6538]",3,0.0012105
ducks,,['galactic_gazetteer.md'],f_easy_whirlpoolia,0.00054975,True,gemini-3.1-flash-lite,1,7.8e-05,What is unusual about the planet Whirlpoolia and where is the Federation outpost there?,factual,['galactic_gazetteer.md'],[0.6843],3,0.00062775
ducks,,['galactic_gazetteer.md'],f_easy_bristle,,False,,0,,What is unusual about the flora on the planet Bristle?,factual,[],[],3,
ducks,,['galactic_gazetteer.md'],f_easy_latheria,0.00101725,True,gemini-3.1-flash-lite,3,0.00018,What kind of world is Latheria and why is it important to the Quack-Federa-tion?,factual,"['the_duck_wars.md', 'galactic_gazetteer.md', 'quack_federation_governance.md']","[0.7597, 0.7366, 0.7302]",3,0.00119725
ducks,,['quack_federation_governance.md'],f_easy_currency,0.00104775,True,gemini-3.1-flash-lite,3,4.0499999999999995e-05,What is the basic currency of the Quack-Federa-tion and how is it subdivided?,factual,"['quack_federation_governance.md', 'the_duck_wars.md', 'isoprene_planetary_survey.md']","[0.7719, 0.7031, 0.6918]",3,0.00108825
ducks,,['quack_federation_governance.md'],f_easy_council_size,0.000384,True,gemini-3.1-flash-lite,1,1.8e-05,How many seats does the Tide Council have in total?,factual,['quack_federation_governance.md'],[0.6939],3,0.000402
ducks,,['quack_federation_governance.md'],f_easy_five_departments,0.00038475,True,gemini-3.1-flash-lite,1,0.0001665,What are the five Departments that the Hydromarch presides over?,factual,['quack_federation_governance.md'],[0.6908],3,0.00055125
ducks,,['species_compendium.md'],f_easy_duck_lifespan,0.001184,True,gemini-3.1-flash-lite,3,2.1e-05,What is the average lifespan of a Duck in standard cycles?,factual,"['species_compendium.md', 'isoprene_planetary_survey.md', 'quack_federation_governance.md']","[0.703, 0.6883, 0.6853]",3,0.001205
ducks,,['species_compendium.md'],f_easy_echo_folk_comms,,False,,0,,How do the Echo-Folk communicate and where do they live?,factual,[],[],3,
ducks,,['isoprene_planetary_survey.md'],f_easy_splashport_pop,,False,,0,,What is the population of Splashport and where is the city located?,factual,[],[],3,
ducks,,['isoprene_planetary_survey.md'],f_easy_polymer_share,0.00147325,True,gemini-3.1-flash-lite,3,2.7e-05,What share of Isoprene's economy is accounted for by polymer extraction and processing?,factual,"['isoprene_planetary_survey.md', 'isoprene_planetary_survey.md', 'isoprene_planetary_survey.md']","[0.7415, 0.7254, 0.6964]",3,0.0015002499999999998
ducks,,['isoprene_planetary_survey.md'],f_easy_buoyant_capacity,0.00150725,True,gemini-3.1-flash-lite,3,3.0000000000000004e-05,What is the sustained capital-vessel construction capacity of the Buoyant Yards per cycle?,factual,"['quack_federation_governance.md', 'isoprene_planetary_survey.md', 'isoprene_planetary_survey.md']","[0.6933, 0.6665, 0.6528]",3,0.00153725
ducks,,['isoprene_planetary_survey.md'],f_easy_way_of_tides_pct,0.001473,True,gemini-3.1-flash-lite,3,3.45e-05,What percentage of Isoprene's population practices the Way of the Tides?,factual,"['isoprene_planetary_survey.md', 'isoprene_planetary_survey.md', 'isoprene_planetary_survey.md']","[0.7206, 0.7191, 0.6844]",3,0.0015075
ducks,,['duck_wars_extended_history.md'],f_med_battlebill,,False,,0,,What was the Mark-VII Battlebill and what wartime problem did it solve?,factual,[],[],3,
ducks,,['duck_wars_extended_history.md'],f_med_loofah_accord_year,0.00063875,True,gemini-3.1-flash-lite,2,2.7e-05,In what standard cycle was the Loofah Accord signed?,factual,"['duck_wars_extended_history.md', 'quack_federation_governance.md']","[0.6606, 0.6531]",3,0.00066575
ducks,,['duck_wars_extended_history.md'],f_med_long_withdrawal,,False,,0,,What was the Long Withdrawal and which worlds anchored the resulting defensive arc?,factual,[],[],3,
ducks,,['isoprene_planetary_survey.md'],f_med_reedwater_act,0.0012975,True,gemini-3.1-flash-lite,3,9.300000000000001e-05,"What does the Reedwater Conservation Act protect, and roughly how many harvesting licenses are issued per cycle?",factual,"['isoprene_planetary_survey.md', 'quack_federation_governance.md', 'isoprene_planetary_survey.md']","[0.665, 0.6646, 0.6634]",3,0.0013905
ducks,,['isoprene_planetary_survey.md'],f_med_stillwater_protocol,,False,,0,,What is the Stillwater Protocol and what is the designated primary continuity-of-government site?,factual,[],[],3,
ducks,,['isoprene_planetary_survey.md'],f_med_trans_continental_canal,,False,,0,,How long is the Trans-Continental Canal and what does it connect?,factual,[],[],3,
ducks,,['quack_federation_governance.md'],f_med_first_paddler,,False,,0,,Who currently holds the office of First Paddler and which Paddle is she from?,factual,[],[],3,
ducks,,['quack_federation_governance.md'],f_med_hydromarch_term,0.00038625,True,gemini-3.1-flash-lite,1,2.7e-05,"How long is the Hydromarch's term of office, and may they be reappointed?",factual,['quack_federation_governance.md'],[0.6794],3,0.00041325
ducks,,['quack_federation_governance.md'],f_med_ripple_protocol,0.000385,True,gemini-3.1-flash-lite,1,6.45e-05,What is the Ripple Protocol and how many readings does a Council proposal require?,factual,['quack_federation_governance.md'],[0.6796],3,0.0004495
ducks,,['isoprene_planetary_survey.md'],f_med_reedwater_league,0.00129775,True,gemini-3.1-flash-lite,3,5.1e-05,What was the Reedwater League and which modern Federation institution traces direct descent from its Council of Reedmasters?,factual,"['quack_federation_governance.md', 'isoprene_planetary_survey.md', 'isoprene_planetary_survey.md']","[0.7048, 0.6606, 0.6599]",3,0.0013487500000000001
ducks,,['species_compendium.md'],f_med_mistral_wisps,,False,,0,,What are Mistral Wisps and how does their emergent cognition arise and persist?,factual,[],[],3,
ducks,,['species_compendium.md'],f_med_precursor_tier,0.00024125,True,gemini-3.1-flash-lite,1,4.9500000000000004e-05,How does the Office of Xenology classify Precursor artifacts and what must be done when one is recovered?,factual,['species_compendium.md'],[0.6564],3,0.00029075
