dataset,error,expected_docs,id,input_cost_usd,matched,model,num_returned,output_cost_usd,query,query_type,returned_docs,returned_scores,top_k,total_cost_usd
ducks,,['duck_technology.md'],f_easy_bubble_shield,,False,,0,,What is the Bubble Shield and how does it dissipate enemy fire?,factual,[],[],3,
ducks,,['duck_technology.md'],f_easy_hydro_thrusters,9.325e-05,True,gemini-3.1-flash-lite,1,6.75e-05,How do Duck starships generate thrust and what is the visible signature of their drives?,factual,['duck_technology.md'],[0.8382],3,0.00016075
ducks,,['duck_technology.md'],f_easy_squeak_drive,9.35e-05,True,gemini-3.1-flash-lite,1,8.25e-05,What is the Squeak Drive and how does it give Duck ships their maneuverability?,factual,['duck_technology.md'],[0.8412],3,0.000176
ducks,,['duck_technology.md'],f_easy_wave_generator,,False,,0,,What is the Wave Generator and what does it do?,factual,[],[],3,
ducks,,"['the_duck_wars.md', 'duck_wars_extended_history.md']",f_easy_drainer_weapon,0.00010225,True,gemini-3.1-flash-lite,1,6.15e-05,What was the Spong Drainer weapon and what threat did it pose to Duck hulls?,factual,['the_duck_wars.md'],[0.8084],3,0.00016375
ducks,,"['the_duck_wars.md', 'duck_wars_extended_history.md']",f_easy_loofah_outcome,0.00037575,True,gemini-3.1-flash-lite,2,0.00014099999999999998,What happened to the Spong fleet at the Battle of the Loofah Line?,factual,"['duck_wars_extended_history.md', 'the_duck_wars.md']","[0.8161, 0.8108]",3,0.00051675
ducks,,"['the_duck_wars.md', 'duck_wars_extended_history.md']",f_easy_admiral_suds,0.00010125,True,gemini-3.1-flash-lite,1,0.00010499999999999999,Who was Admiral Suds and what was his role in the war?,factual,['the_duck_wars.md'],[0.804],3,0.00020625
ducks,,['galactic_gazetteer.md'],f_easy_soapstone,0.00081825,True,gemini-3.1-flash-lite,3,6.45e-05,What is the planet Soapstone and what is its atmosphere like?,factual,"['galactic_gazetteer.md', 'galactic_gazetteer.md', 'isoprene_planetary_survey.md']","[0.8173, 0.8115, 0.8099]",3,0.00088275
ducks,,['galactic_gazetteer.md'],f_easy_whirlpoolia,0.0005545,True,gemini-3.1-flash-lite,2,6.6e-05,What is unusual about the planet Whirlpoolia and where is the Federation outpost there?,factual,"['galactic_gazetteer.md', 'galactic_gazetteer.md']","[0.814, 0.8058]",3,0.0006205
ducks,,['galactic_gazetteer.md'],f_easy_bristle,,False,,0,,What is unusual about the flora on the planet Bristle?,factual,[],[],3,
ducks,,['galactic_gazetteer.md'],f_easy_latheria,0.00030075,True,gemini-3.1-flash-lite,1,6.45e-05,What kind of world is Latheria and why is it important to the Quack-Federa-tion?,factual,['galactic_gazetteer.md'],[0.8007],3,0.00036525
ducks,,['quack_federation_governance.md'],f_easy_currency,0.00027125,True,gemini-3.1-flash-lite,1,2.7e-05,What is the basic currency of the Quack-Federa-tion and how is it subdivided?,factual,['quack_federation_governance.md'],[0.8017],3,0.00029825
ducks,,['quack_federation_governance.md'],f_easy_council_size,,False,,0,,How many seats does the Tide Council have in total?,factual,[],[],3,
ducks,,['quack_federation_governance.md'],f_easy_five_departments,,False,,0,,What are the five Departments that the Hydromarch presides over?,factual,[],[],3,
ducks,,['species_compendium.md'],f_easy_duck_lifespan,,False,,0,,What is the average lifespan of a Duck in standard cycles?,factual,[],[],3,
ducks,,['species_compendium.md'],f_easy_echo_folk_comms,,False,,0,,How do the Echo-Folk communicate and where do they live?,factual,[],[],3,
ducks,,['isoprene_planetary_survey.md'],f_easy_splashport_pop,,False,,0,,What is the population of Splashport and where is the city located?,factual,[],[],3,
ducks,,['isoprene_planetary_survey.md'],f_easy_polymer_share,0.0002725,True,gemini-3.1-flash-lite,1,2.7e-05,What share of Isoprene's economy is accounted for by polymer extraction and processing?,factual,['isoprene_planetary_survey.md'],[0.8011],3,0.0002995
ducks,,['isoprene_planetary_survey.md'],f_easy_buoyant_capacity,,False,,0,,What is the sustained capital-vessel construction capacity of the Buoyant Yards per cycle?,factual,[],[],3,
ducks,,['isoprene_planetary_survey.md'],f_easy_way_of_tides_pct,,False,,0,,What percentage of Isoprene's population practices the Way of the Tides?,factual,[],[],3,
ducks,,['duck_wars_extended_history.md'],f_med_battlebill,,False,,0,,What was the Mark-VII Battlebill and what wartime problem did it solve?,factual,[],[],3,
ducks,,['duck_wars_extended_history.md'],f_med_loofah_accord_year,,False,,0,,In what standard cycle was the Loofah Accord signed?,factual,[],[],3,
ducks,,['duck_wars_extended_history.md'],f_med_long_withdrawal,,False,,0,,What was the Long Withdrawal and which worlds anchored the resulting defensive arc?,factual,[],[],3,
ducks,,['isoprene_planetary_survey.md'],f_med_reedwater_act,,False,,0,,"What does the Reedwater Conservation Act protect, and roughly how many harvesting licenses are issued per cycle?",factual,[],[],3,
ducks,,['isoprene_planetary_survey.md'],f_med_stillwater_protocol,0.00013975,True,gemini-3.1-flash-lite,1,7.35e-05,What is the Stillwater Protocol and what is the designated primary continuity-of-government site?,factual,['isoprene_planetary_survey.md'],[0.8105],3,0.00021325
ducks,,['isoprene_planetary_survey.md'],f_med_trans_continental_canal,,False,,0,,How long is the Trans-Continental Canal and what does it connect?,factual,[],[],3,
ducks,,['quack_federation_governance.md'],f_med_first_paddler,,False,,0,,Who currently holds the office of First Paddler and which Paddle is she from?,factual,[],[],3,
ducks,,['quack_federation_governance.md'],f_med_hydromarch_term,,False,,0,,"How long is the Hydromarch's term of office, and may they be reappointed?",factual,[],[],3,
ducks,,['quack_federation_governance.md'],f_med_ripple_protocol,,False,,0,,What is the Ripple Protocol and how many readings does a Council proposal require?,factual,[],[],3,
ducks,,['isoprene_planetary_survey.md'],f_med_reedwater_league,0.0002965,True,gemini-3.1-flash-lite,1,8.25e-05,What was the Reedwater League and which modern Federation institution traces direct descent from its Council of Reedmasters?,factual,['isoprene_planetary_survey.md'],[0.8282],3,0.000379
ducks,,['species_compendium.md'],f_med_mistral_wisps,,False,,0,,What are Mistral Wisps and how does their emergent cognition arise and persist?,factual,[],[],3,
ducks,,['species_compendium.md'],f_med_precursor_tier,,False,,0,,How does the Office of Xenology classify Precursor artifacts and what must be done when one is recovered?,factual,[],[],3,
ducks,,['duck_wars_extended_history.md'],f_med_pondreader_framework,,False,,0,,What did Doctora-Hen Pondreader argue was the true nature of Spong chemical signaling?,factual,[],[],3,
