dataset,error,expected_docs,id,input_cost_usd,matched,model,num_returned,output_cost_usd,query,query_type,returned_docs,returned_scores,top_k,total_cost_usd
ducks,,['duck_technology.md'],f_easy_bubble_shield,,False,,0,,What is the Bubble Shield and how does it dissipate enemy fire?,factual,[],[],3,
ducks,,['duck_technology.md'],f_easy_hydro_thrusters,0.00031375,True,gemini-3.1-flash-lite,3,7.049999999999999e-05,How do Duck starships generate thrust and what is the visible signature of their drives?,factual,"['duck_technology.md', 'the_duck_wars.md', 'duck_wars_extended_history.md']","[0.8391, 0.7577, 0.7128]",3,0.00038425
ducks,,['duck_technology.md'],f_easy_squeak_drive,0.000314,True,gemini-3.1-flash-lite,3,0.0001035,What is the Squeak Drive and how does it give Duck ships their maneuverability?,factual,"['duck_technology.md', 'the_duck_wars.md', 'duck_wars_extended_history.md']","[0.8307, 0.776, 0.7193]",3,0.0004175
ducks,,['duck_technology.md'],f_easy_wave_generator,,False,,0,,What is the Wave Generator and what does it do?,factual,[],[],3,
ducks,,"['the_duck_wars.md', 'duck_wars_extended_history.md']",f_easy_drainer_weapon,0.00035575,True,gemini-3.1-flash-lite,3,9.749999999999998e-05,What was the Spong Drainer weapon and what threat did it pose to Duck hulls?,factual,"['duck_wars_extended_history.md', 'the_duck_wars.md', 'duck_wars_extended_history.md']","[0.7512, 0.7424, 0.7239]",3,0.00045325
ducks,,"['the_duck_wars.md', 'duck_wars_extended_history.md']",f_easy_loofah_outcome,0.00038225,True,gemini-3.1-flash-lite,3,0.000165,What happened to the Spong fleet at the Battle of the Loofah Line?,factual,"['duck_wars_extended_history.md', 'duck_wars_extended_history.md', 'duck_wars_extended_history.md']","[0.7925, 0.7842, 0.7722]",3,0.00054725
ducks,,"['the_duck_wars.md', 'duck_wars_extended_history.md']",f_easy_admiral_suds,0.00035475,True,gemini-3.1-flash-lite,3,0.000129,Who was Admiral Suds and what was his role in the war?,factual,"['the_duck_wars.md', 'duck_wars_extended_history.md', 'duck_wars_extended_history.md']","[0.7018, 0.6952, 0.6865]",3,0.00048374999999999997
ducks,,['galactic_gazetteer.md'],f_easy_soapstone,0.00028825,True,gemini-3.1-flash-lite,2,8.55e-05,What is the planet Soapstone and what is its atmosphere like?,factual,"['galactic_gazetteer.md', 'isoprene_planetary_survey.md']","[0.6986, 0.6961]",3,0.00037375
ducks,,['galactic_gazetteer.md'],f_easy_whirlpoolia,0.00034325,True,gemini-3.1-flash-lite,3,7.8e-05,What is unusual about the planet Whirlpoolia and where is the Federation outpost there?,factual,"['galactic_gazetteer.md', 'duck_wars_extended_history.md', 'duck_wars_extended_history.md']","[0.6985, 0.6513, 0.651]",3,0.00042125
ducks,,['galactic_gazetteer.md'],f_easy_bristle,0.00014625,True,gemini-3.1-flash-lite,1,6.000000000000001e-05,What is unusual about the flora on the planet Bristle?,factual,['galactic_gazetteer.md'],[0.658],3,0.00020625
ducks,,['galactic_gazetteer.md'],f_easy_latheria,0.00037275,True,gemini-3.1-flash-lite,3,0.0001365,What kind of world is Latheria and why is it important to the Quack-Federa-tion?,factual,"['the_duck_wars.md', 'quack_federation_governance.md', 'galactic_gazetteer.md']","[0.7597, 0.7314, 0.7186]",3,0.0005092499999999999
ducks,,['quack_federation_governance.md'],f_easy_currency,0.000368,True,gemini-3.1-flash-lite,3,2.7e-05,What is the basic currency of the Quack-Federa-tion and how is it subdivided?,factual,"['quack_federation_governance.md', 'quack_federation_governance.md', 'the_duck_wars.md']","[0.7811, 0.7483, 0.7031]",3,0.000395
ducks,,['quack_federation_governance.md'],f_easy_council_size,0.0002745,True,gemini-3.1-flash-lite,2,1.95e-05,How many seats does the Tide Council have in total?,factual,"['quack_federation_governance.md', 'quack_federation_governance.md']","[0.6979, 0.6542]",3,0.000294
ducks,,['quack_federation_governance.md'],f_easy_five_departments,0.000402,True,gemini-3.1-flash-lite,3,0.000165,What are the five Departments that the Hydromarch presides over?,factual,"['quack_federation_governance.md', 'quack_federation_governance.md', 'isoprene_planetary_survey.md']","[0.7341, 0.6978, 0.6693]",3,0.000567
