dataset,error,expected_docs,id,input_cost_usd,matched,model,num_returned,output_cost_usd,query,query_type,returned_docs,returned_scores,top_k,total_cost_usd
ducks,,['duck_technology.md'],f_easy_bubble_shield,0.00021625,True,gemini-3.1-flash-lite,3,0.0001155,What is the Bubble Shield and how does it dissipate enemy fire?,factual,"['duck_technology.md', 'duck_wars_extended_history.md', 'isoprene_planetary_survey.md']","[-0.2784, -1.0832, -1.5415]",3,0.00033175
ducks,,['duck_technology.md'],f_easy_hydro_thrusters,0.00018875,True,gemini-3.1-flash-lite,3,6.75e-05,How do Duck starships generate thrust and what is the visible signature of their drives?,factual,"['duck_technology.md', 'duck_technology.md', 'the_duck_wars.md']","[1.0004, -1.7703, -1.9215]",3,0.00025625
ducks,,['duck_technology.md'],f_easy_squeak_drive,0.00025175,True,gemini-3.1-flash-lite,3,0.000108,What is the Squeak Drive and how does it give Duck ships their maneuverability?,factual,"['duck_technology.md', 'the_duck_wars.md', 'galactic_gazetteer.md']","[0.6891, -1.402, -1.5802]",3,0.00035975000000000004
ducks,,['duck_technology.md'],f_easy_wave_generator,0.00016075,True,gemini-3.1-flash-lite,3,0.000135,What is the Wave Generator and what does it do?,factual,"['duck_technology.md', 'duck_wars_extended_history.md', 'quack_federation_governance.md']","[-0.2681, -1.1648, -1.4044]",3,0.00029575
ducks,,"['the_duck_wars.md', 'duck_wars_extended_history.md']",f_easy_drainer_weapon,0.0002625,True,gemini-3.1-flash-lite,3,0.00010650000000000001,What was the Spong Drainer weapon and what threat did it pose to Duck hulls?,factual,"['the_duck_wars.md', 'duck_wars_extended_history.md', 'duck_wars_extended_history.md']","[0.6248, 0.5553, -1.0172]",3,0.00036899999999999997
ducks,,"['the_duck_wars.md', 'duck_wars_extended_history.md']",f_easy_loofah_outcome,0.000264,True,gemini-3.1-flash-lite,3,0.00017250000000000002,What happened to the Spong fleet at the Battle of the Loofah Line?,factual,"['duck_wars_extended_history.md', 'duck_wars_extended_history.md', 'duck_wars_extended_history.md']","[1.5417, 0.7704, 0.6271]",3,0.00043650000000000004
ducks,,"['the_duck_wars.md', 'duck_wars_extended_history.md']",f_easy_admiral_suds,0.00026825,True,gemini-3.1-flash-lite,3,0.00039749999999999996,Who was Admiral Suds and what was his role in the war?,factual,"['duck_wars_extended_history.md', 'duck_wars_extended_history.md', 'the_duck_wars.md']","[-0.4484, -0.4584, -0.5639]",3,0.0006657499999999999
ducks,,['galactic_gazetteer.md'],f_easy_soapstone,0.00018525,True,gemini-3.1-flash-lite,3,4.6500000000000005e-05,What is the planet Soapstone and what is its atmosphere like?,factual,"['galactic_gazetteer.md', 'galactic_gazetteer.md', 'galactic_gazetteer.md']","[0.3327, -1.4211, -1.8613]",3,0.00023175000000000002
ducks,,['galactic_gazetteer.md'],f_easy_whirlpoolia,0.000272,True,gemini-3.1-flash-lite,3,6.9e-05,What is unusual about the planet Whirlpoolia and where is the Federation outpost there?,factual,"['galactic_gazetteer.md', 'isoprene_planetary_survey.md', 'quack_federation_governance.md']","[0.1114, -0.2001, -1.5165]",3,0.000341
ducks,,['galactic_gazetteer.md'],f_easy_bristle,0.000218,True,gemini-3.1-flash-lite,3,7.500000000000001e-05,What is unusual about the flora on the planet Bristle?,factual,"['species_compendium.md', 'galactic_gazetteer.md', 'galactic_gazetteer.md']","[0.3345, -0.3882, -1.4043]",3,0.000293
ducks,,['galactic_gazetteer.md'],f_easy_latheria,0.000261,True,gemini-3.1-flash-lite,3,0.0001845,What kind of world is Latheria and why is it important to the Quack-Federa-tion?,factual,"['galactic_gazetteer.md', 'quack_federation_governance.md', 'quack_federation_governance.md']","[0.6046, -0.0726, -0.6745]",3,0.00044550000000000004
ducks,,['quack_federation_governance.md'],f_easy_currency,0.0001905,True,gemini-3.1-flash-lite,3,4.0499999999999995e-05,What is the basic currency of the Quack-Federa-tion and how is it subdivided?,factual,"['quack_federation_governance.md', 'quack_federation_governance.md', 'quack_federation_governance.md']","[0.4309, -0.8674, -1.0815]",3,0.00023099999999999998
ducks,,['quack_federation_governance.md'],f_easy_council_size,0.00024725,True,gemini-3.1-flash-lite,3,1.8e-05,How many seats does the Tide Council have in total?,factual,"['quack_federation_governance.md', 'duck_wars_extended_history.md', 'isoprene_planetary_survey.md']","[0.8053, -0.4876, -0.8308]",3,0.00026525
ducks,,['quack_federation_governance.md'],f_easy_five_departments,0.0002055,True,gemini-3.1-flash-lite,3,0.0001665,What are the five Departments that the Hydromarch presides over?,factual,"['quack_federation_governance.md', 'quack_federation_governance.md', 'isoprene_planetary_survey.md']","[1.0812, 0.4194, -0.7326]",3,0.00037200000000000004
ducks,,['species_compendium.md'],f_easy_duck_lifespan,0.00025725,True,gemini-3.1-flash-lite,3,2.1e-05,What is the average lifespan of a Duck in standard cycles?,factual,"['species_compendium.md', 'isoprene_planetary_survey.md', 'isoprene_planetary_survey.md']","[0.5674, -0.408, -0.4219]",3,0.00027825
ducks,,['species_compendium.md'],f_easy_echo_folk_comms,0.00013575,True,gemini-3.1-flash-lite,2,4.2e-05,How do the Echo-Folk communicate and where do they live?,factual,"['species_compendium.md', 'quack_federation_governance.md']","[0.0918, -1.3244]",3,0.00017774999999999998
ducks,,['isoprene_planetary_survey.md'],f_easy_splashport_pop,0.00026175,True,gemini-3.1-flash-lite,3,4.9500000000000004e-05,What is the population of Splashport and where is the city located?,factual,"['isoprene_planetary_survey.md', 'isoprene_planetary_survey.md', 'quack_federation_governance.md']","[2.3777, -0.578, -0.8875]",3,0.00031125
ducks,,['isoprene_planetary_survey.md'],f_easy_polymer_share,0.00025175,True,gemini-3.1-flash-lite,3,2.7e-05,What share of Isoprene's economy is accounted for by polymer extraction and processing?,factual,"['isoprene_planetary_survey.md', 'quack_federation_governance.md', 'isoprene_planetary_survey.md']","[0.398, -0.3584, -0.569]",3,0.00027875
ducks,,['isoprene_planetary_survey.md'],f_easy_buoyant_capacity,0.00025125,True,gemini-3.1-flash-lite,3,3.0000000000000004e-05,What is the sustained capital-vessel construction capacity of the Buoyant Yards per cycle?,factual,"['isoprene_planetary_survey.md', 'isoprene_planetary_survey.md', 'isoprene_planetary_survey.md']","[0.4416, -0.3257, -0.6853]",3,0.00028125000000000003
ducks,,['isoprene_planetary_survey.md'],f_easy_way_of_tides_pct,0.00024225,True,gemini-3.1-flash-lite,3,3.45e-05,What percentage of Isoprene's population practices the Way of the Tides?,factual,"['isoprene_planetary_survey.md', 'isoprene_planetary_survey.md', 'isoprene_planetary_survey.md']","[1.6398, -0.2827, -0.6706]",3,0.00027675
ducks,,['duck_wars_extended_history.md'],f_med_battlebill,0.0001535,True,gemini-3.1-flash-lite,2,9.300000000000001e-05,What was the Mark-VII Battlebill and what wartime problem did it solve?,factual,"['duck_wars_extended_history.md', 'duck_wars_extended_history.md']","[-1.4267, -1.7563]",3,0.0002465
ducks,,['duck_wars_extended_history.md'],f_med_loofah_accord_year,0.000257,True,gemini-3.1-flash-lite,3,2.7e-05,In what standard cycle was the Loofah Accord signed?,factual,"['duck_wars_extended_history.md', 'isoprene_planetary_survey.md', 'duck_wars_extended_history.md']","[0.6387, -0.0622, -0.079]",3,0.000284
ducks,,['duck_wars_extended_history.md'],f_med_long_withdrawal,0.000153,True,gemini-3.1-flash-lite,2,0.0001875,What was the Long Withdrawal and which worlds anchored the resulting defensive arc?,factual,"['duck_wars_extended_history.md', 'duck_wars_extended_history.md']","[0.6325, 0.5833]",3,0.0003405
ducks,,['isoprene_planetary_survey.md'],f_med_reedwater_act,0.00023075,True,gemini-3.1-flash-lite,3,9.15e-05,"What does the Reedwater Conservation Act protect, and roughly how many harvesting licenses are issued per cycle?",factual,"['isoprene_planetary_survey.md', 'isoprene_planetary_survey.md', 'isoprene_planetary_survey.md']","[0.8848, -0.5394, -0.8273]",3,0.00032225
ducks,,['isoprene_planetary_survey.md'],f_med_stillwater_protocol,0.0002235,True,gemini-3.1-flash-lite,3,0.0001125,What is the Stillwater Protocol and what is the designated primary continuity-of-government site?,factual,"['isoprene_planetary_survey.md', 'quack_federation_governance.md', 'isoprene_planetary_survey.md']","[0.4973, -1.0944, -1.3039]",3,0.00033600000000000004
ducks,,['isoprene_planetary_survey.md'],f_med_trans_continental_canal,9.525e-05,True,gemini-3.1-flash-lite,1,4.2e-05,How long is the Trans-Continental Canal and what does it connect?,factual,['isoprene_planetary_survey.md'],[-0.6192],3,0.00013725
ducks,,['quack_federation_governance.md'],f_med_first_paddler,0.00025325,True,gemini-3.1-flash-lite,3,3.7500000000000003e-05,Who currently holds the office of First Paddler and which Paddle is she from?,factual,"['quack_federation_governance.md', 'duck_wars_extended_history.md', 'isoprene_planetary_survey.md']","[-0.2709, -0.7354, -1.3503]",3,0.00029075
ducks,,['quack_federation_governance.md'],f_med_hydromarch_term,0.00020425,True,gemini-3.1-flash-lite,3,2.7e-05,"How long is the Hydromarch's term of office, and may they be reappointed?",factual,"['quack_federation_governance.md', 'duck_wars_extended_history.md', 'quack_federation_governance.md']","[1.0663, -0.986, -1.0553]",3,0.00023125
ducks,,['quack_federation_governance.md'],f_med_ripple_protocol,7.525e-05,True,gemini-3.1-flash-lite,1,5.7e-05,What is the Ripple Protocol and how many readings does a Council proposal require?,factual,['quack_federation_governance.md'],[1.9426],3,0.00013225
