dataset,error,expected_docs,id,input_cost_usd,matched,model,num_returned,output_cost_usd,query,query_type,returned_docs,returned_scores,top_k,total_cost_usd
ducks,,['duck_technology.md'],f_easy_bubble_shield,9.225e-05,True,gemini-3.1-flash-lite,1,0.0001155,What is the Bubble Shield and how does it dissipate enemy fire?,factual,['duck_technology.md'],[-0.3429],3,0.00020775
ducks,,['duck_technology.md'],f_easy_hydro_thrusters,9.325e-05,True,gemini-3.1-flash-lite,1,6.45e-05,How do Duck starships generate thrust and what is the visible signature of their drives?,factual,['duck_technology.md'],[0.9853],3,0.00015775
ducks,,['duck_technology.md'],f_easy_squeak_drive,9.35e-05,True,gemini-3.1-flash-lite,1,8.85e-05,What is the Squeak Drive and how does it give Duck ships their maneuverability?,factual,['duck_technology.md'],[0.6193],3,0.00018199999999999998
ducks,,['duck_technology.md'],f_easy_wave_generator,,False,,0,,What is the Wave Generator and what does it do?,factual,[],[],3,
ducks,,"['the_duck_wars.md', 'duck_wars_extended_history.md']",f_easy_drainer_weapon,0.0002265,True,gemini-3.1-flash-lite,2,9.749999999999998e-05,What was the Spong Drainer weapon and what threat did it pose to Duck hulls?,factual,"['the_duck_wars.md', 'duck_wars_extended_history.md']","[0.6248, 0.1505]",3,0.00032399999999999996
ducks,,"['the_duck_wars.md', 'duck_wars_extended_history.md']",f_easy_loofah_outcome,0.00039275,True,gemini-3.1-flash-lite,3,0.0001515,What happened to the Spong fleet at the Battle of the Loofah Line?,factual,"['duck_wars_extended_history.md', 'duck_wars_extended_history.md', 'duck_wars_extended_history.md']","[1.0732, 0.7783, 0.7085]",3,0.00054425
ducks,,"['the_duck_wars.md', 'duck_wars_extended_history.md']",f_easy_admiral_suds,,False,,0,,Who was Admiral Suds and what was his role in the war?,factual,[],[],3,
ducks,,['galactic_gazetteer.md'],f_easy_soapstone,0.0001465,True,gemini-3.1-flash-lite,1,6.000000000000001e-05,What is the planet Soapstone and what is its atmosphere like?,factual,['galactic_gazetteer.md'],[0.2531],3,0.00020650000000000003
ducks,,['galactic_gazetteer.md'],f_easy_whirlpoolia,0.000299,True,gemini-3.1-flash-lite,2,6.9e-05,What is unusual about the planet Whirlpoolia and where is the Federation outpost there?,factual,"['isoprene_planetary_survey.md', 'galactic_gazetteer.md']","[-0.2051, -0.467]",3,0.000368
ducks,,['galactic_gazetteer.md'],f_easy_bristle,0.000105,False,gemini-3.1-flash-lite,1,8.4e-05,What is unusual about the flora on the planet Bristle?,factual,['species_compendium.md'],[-0.2736],3,0.00018899999999999999
ducks,,['galactic_gazetteer.md'],f_easy_latheria,0.000377,True,gemini-3.1-flash-lite,3,0.00016350000000000002,What kind of world is Latheria and why is it important to the Quack-Federa-tion?,factual,"['galactic_gazetteer.md', 'species_compendium.md', 'quack_federation_governance.md']","[0.5566, 0.1122, -0.004]",3,0.0005405
ducks,,['quack_federation_governance.md'],f_easy_currency,0.000131,True,gemini-3.1-flash-lite,1,2.7e-05,What is the basic currency of the Quack-Federa-tion and how is it subdivided?,factual,['quack_federation_governance.md'],[0.0396],3,0.00015800000000000002
ducks,,['quack_federation_governance.md'],f_easy_council_size,0.000155,True,gemini-3.1-flash-lite,1,1.8e-05,How many seats does the Tide Council have in total?,factual,['quack_federation_governance.md'],[0.7986],3,0.000173
ducks,,['quack_federation_governance.md'],f_easy_five_departments,0.00027525,True,gemini-3.1-flash-lite,2,0.0001665,What are the five Departments that the Hydromarch presides over?,factual,"['quack_federation_governance.md', 'quack_federation_governance.md']","[0.3809, -0.243]",3,0.00044175
ducks,,['species_compendium.md'],f_easy_duck_lifespan,0.000148,True,gemini-3.1-flash-lite,1,2.1e-05,What is the average lifespan of a Duck in standard cycles?,factual,['species_compendium.md'],[0.6048],3,0.000169
ducks,,['species_compendium.md'],f_easy_echo_folk_comms,,False,,0,,How do the Echo-Folk communicate and where do they live?,factual,[],[],3,
ducks,,['isoprene_planetary_survey.md'],f_easy_splashport_pop,0.00028875,True,gemini-3.1-flash-lite,2,4.9500000000000004e-05,What is the population of Splashport and where is the city located?,factual,"['isoprene_planetary_survey.md', 'isoprene_planetary_survey.md']","[0.5583, -0.1449]",3,0.00033825
ducks,,['isoprene_planetary_survey.md'],f_easy_polymer_share,0.00026775,True,gemini-3.1-flash-lite,2,2.7e-05,What share of Isoprene's economy is accounted for by polymer extraction and processing?,factual,"['isoprene_planetary_survey.md', 'quack_federation_governance.md']","[-0.2611, -0.3476]",3,0.00029475
ducks,,['isoprene_planetary_survey.md'],f_easy_buoyant_capacity,0.00013125,True,gemini-3.1-flash-lite,1,3.0000000000000004e-05,What is the sustained capital-vessel construction capacity of the Buoyant Yards per cycle?,factual,['isoprene_planetary_survey.md'],[2.2146],3,0.00016125
ducks,,['isoprene_planetary_survey.md'],f_easy_way_of_tides_pct,0.00027575,True,gemini-3.1-flash-lite,2,2.85e-05,What percentage of Isoprene's population practices the Way of the Tides?,factual,"['isoprene_planetary_survey.md', 'isoprene_planetary_survey.md']","[1.7007, -0.2306]",3,0.00030425
ducks,,['duck_wars_extended_history.md'],f_med_battlebill,,False,,0,,What was the Mark-VII Battlebill and what wartime problem did it solve?,factual,[],[],3,
ducks,,['duck_wars_extended_history.md'],f_med_loofah_accord_year,0.00030975,True,gemini-3.1-flash-lite,3,2.7e-05,In what standard cycle was the Loofah Accord signed?,factual,"['duck_wars_extended_history.md', 'duck_wars_extended_history.md', 'duck_wars_extended_history.md']","[0.4935, 0.347, 0.0612]",3,0.00033675
ducks,,['duck_wars_extended_history.md'],f_med_long_withdrawal,0.00013425,True,gemini-3.1-flash-lite,1,0.0001515,What was the Long Withdrawal and which worlds anchored the resulting defensive arc?,factual,['duck_wars_extended_history.md'],[-0.0675],3,0.00028575
ducks,,['isoprene_planetary_survey.md'],f_med_reedwater_act,0.0002675,True,gemini-3.1-flash-lite,2,5.7e-05,"What does the Reedwater Conservation Act protect, and roughly how many harvesting licenses are issued per cycle?",factual,"['isoprene_planetary_survey.md', 'isoprene_planetary_survey.md']","[-0.0665, -0.4595]",3,0.00032450000000000003
ducks,,['isoprene_planetary_survey.md'],f_med_stillwater_protocol,0.0001255,True,gemini-3.1-flash-lite,1,7.049999999999999e-05,What is the Stillwater Protocol and what is the designated primary continuity-of-government site?,factual,['isoprene_planetary_survey.md'],[-0.0752],3,0.000196
ducks,,['isoprene_planetary_survey.md'],f_med_trans_continental_canal,,False,,0,,How long is the Trans-Continental Canal and what does it connect?,factual,[],[],3,
ducks,,['quack_federation_governance.md'],f_med_first_paddler,0.00015625,True,gemini-3.1-flash-lite,1,3.7500000000000003e-05,Who currently holds the office of First Paddler and which Paddle is she from?,factual,['quack_federation_governance.md'],[-0.3667],3,0.00019375000000000002
ducks,,['quack_federation_governance.md'],f_med_hydromarch_term,,False,,0,,"How long is the Hydromarch's term of office, and may they be reappointed?",factual,[],[],3,
ducks,,['quack_federation_governance.md'],f_med_ripple_protocol,0.000156,True,gemini-3.1-flash-lite,1,5.7e-05,What is the Ripple Protocol and how many readings does a Council proposal require?,factual,['quack_federation_governance.md'],[-0.4944],3,0.000213
ducks,,['isoprene_planetary_survey.md'],f_med_reedwater_league,0.0001385,True,gemini-3.1-flash-lite,1,8.7e-05,What was the Reedwater League and which modern Federation institution traces direct descent from its Council of Reedmasters?,factual,['isoprene_planetary_survey.md'],[0.7852],3,0.0002255
ducks,,['species_compendium.md'],f_med_mistral_wisps,0.000106,True,gemini-3.1-flash-lite,1,0.000135,What are Mistral Wisps and how does their emergent cognition arise and persist?,factual,['species_compendium.md'],[0.4063],3,0.000241
ducks,,['species_compendium.md'],f_med_precursor_tier,0.00010725,True,gemini-3.1-flash-lite,1,4.8e-05,How does the Office of Xenology classify Precursor artifacts and what must be done when one is recovered?,factual,['species_compendium.md'],[0.1838],3,0.00015525
ducks,,['duck_wars_extended_history.md'],f_med_pondreader_framework,0.0001385,True,gemini-3.1-flash-lite,1,0.000126,What did Doctora-Hen Pondreader argue was the true nature of Spong chemical signaling?,factual,['duck_wars_extended_history.md'],[0.377],3,0.0002645
ducks,,['duck_wars_extended_history.md'],f_med_first_splish_splash,0.0003835,True,gemini-3.1-flash-lite,3,9e-05,"When did open war begin between the Federation and the Spong, and what was lost in the initial engagement?",factual,"['duck_wars_extended_history.md', 'duck_wars_extended_history.md', 'duck_wars_extended_history.md']","[1.619, 0.4093, 0.3907]",3,0.0004735
ducks,,['isoprene_planetary_survey.md'],f_med_glassine_uni_year,,False,,0,,In what cycle was the University of Glassine founded?,factual,[],[],3,
ducks,,['galactic_gazetteer.md'],f_hard_squeak_minor_vs_others,0.000135,True,gemini-3.1-flash-lite,1,3.9e-05,Why does any movement on the surface of Squeak Minor generate high-pitched squeaking sounds?,factual,['galactic_gazetteer.md'],[-0.0786],3,0.000174
ducks,,['duck_technology.md'],f_hard_bubble_disambiguation,,False,,0,,Which Federation defensive technology works by absorbing energy in a layered field that 'pops' on impact?,factual,[],[],3,
ducks,,['isoprene_planetary_survey.md'],f_hard_hardshell_squeakish,,False,,0,,Which Paddle dialect is so divergent that some linguists classify it as a separate language?,factual,[],[],3,
ducks,,['species_compendium.md'],f_hard_bristlers_reclassified,0.000237,True,gemini-3.1-flash-lite,2,3.9e-05,"In what cycle were the Bristlers of Bristle reclassified as potentially sapient, and who led the work?",factual,"['species_compendium.md', 'duck_wars_extended_history.md']","[1.1059, -0.3382]",3,0.000276
ducks,,['quack_federation_governance.md'],f_hard_treaty_long_hum,,False,,0,,What is the Treaty of the Long Hum and what unique citizenship arrangement did it establish?,factual,[],[],3,
ducks,,['duck_wars_extended_history.md'],f_hard_first_year_losses,0.00041625,True,gemini-3.1-flash-lite,3,2.4e-05,Approximately how many capital vessels did the Federation lose in the first cycle of the Great Duck Wars?,factual,"['duck_wars_extended_history.md', 'isoprene_planetary_survey.md', 'duck_wars_extended_history.md']","[0.2497, 0.2226, -0.2226]",3,0.00044025
ducks,,['duck_wars_extended_history.md'],f_hard_glossy_feather,0.0001425,True,gemini-3.1-flash-lite,1,4.8e-05,"Which survey vessel produced the first hint that the Sudsy Reaches contained intelligence, and how long did the report sit in the archive?",factual,['duck_wars_extended_history.md'],[1.415],3,0.0001905
ducks,,"['quack_federation_governance.md', 'isoprene_planetary_survey.md']",f_hard_council_platform,0.00015425,True,gemini-3.1-flash-lite,1,3.0000000000000004e-05,Where does the Tide Council physically convene?,factual,['quack_federation_governance.md'],[0.3879],3,0.00018425
ducks,,['isoprene_planetary_survey.md'],f_hard_squeak_grass,0.00015575,True,gemini-3.1-flash-lite,1,4.6500000000000005e-05,Which species of Isoprene grass produces audible high-frequency tones when disturbed by wind?,factual,['isoprene_planetary_survey.md'],[0.4793],3,0.00020225
ducks,,['isoprene_planetary_survey.md'],f_hard_golden_ripple,0.000134,True,gemini-3.1-flash-lite,1,6.15e-05,What is the Golden Ripple and what role does it play in Squeakish architecture?,factual,['isoprene_planetary_survey.md'],[-0.3976],3,0.0001955
ducks,,"['isoprene_planetary_survey.md', 'duck_wars_extended_history.md']",m_waddles_birth_and_role,0.00028575,False,gemini-3.1-flash-lite,2,0.000138,"Where was Commodore Waddles born, and what was his decisive contribution to the Battle of the Loofah Line?",multi_hop,"['duck_wars_extended_history.md', 'duck_wars_extended_history.md']","[0.2101, -0.0715]",3,0.00042375
ducks,,"['species_compendium.md', 'duck_wars_extended_history.md']",m_pondreader_and_spong_biology,0.00013875,False,gemini-3.1-flash-lite,1,0.000165,"How does Spong chemical signaling actually work biologically, and how did Pondreader reinterpret what it meant?",multi_hop,['duck_wars_extended_history.md'],[0.3505],3,0.00030375
ducks,,"['isoprene_planetary_survey.md', 'quack_federation_governance.md']",m_polymer_industry_and_compact,0.00037475,False,gemini-3.1-flash-lite,3,7.2e-05,"How large is Isoprene's polymer industry as a share of its economy, and what compact regulates harvesting to ensure forest sustainability?",multi_hop,"['isoprene_planetary_survey.md', 'isoprene_planetary_survey.md', 'isoprene_planetary_survey.md']","[0.3898, 0.318, -0.1986]",3,0.00044675
ducks,,"['quack_federation_governance.md', 'duck_wars_extended_history.md']",m_wave_rider_post_war,0.00014925,False,gemini-3.1-flash-lite,1,9.15e-05,"What political status do the Wave-Rider city-states hold within the Federation, and what diplomatic role do they play between the Federation and the Spong?",multi_hop,['duck_wars_extended_history.md'],[0.3019],3,0.00024075
ducks,,"['duck_wars_extended_history.md', 'isoprene_planetary_survey.md']",m_battlebill_lineage,0.00013425,False,gemini-3.1-flash-lite,1,8.55e-05,"What wartime need produced the Mark-VII Battlebill, and what heavy capital vessel program is currently being built by its successors at the Buoyant Yards?",multi_hop,['isoprene_planetary_survey.md'],[1.5922],3,0.00021975
ducks,,"['quack_federation_governance.md', 'species_compendium.md']",m_echo_folk_collective_seat,0.0002775,False,gemini-3.1-flash-lite,2,0.0001185,"How are the Echo-Folk represented in the Tide Council, and what does their collective citizenship arrangement mean biologically?",multi_hop,"['quack_federation_governance.md', 'quack_federation_governance.md']","[-0.197, -0.2033]",3,0.00039600000000000003
