dataset,error,expected_docs,id,input_cost_usd,matched,model,num_returned,output_cost_usd,query,query_type,returned_docs,returned_scores,top_k,total_cost_usd
ducks,,['duck_technology.md'],f_easy_bubble_shield,,False,,0,,What is the Bubble Shield and how does it dissipate enemy fire?,factual,[],[],3,
ducks,,['duck_technology.md'],f_easy_hydro_thrusters,0.0001845,True,gemini-3.1-flash-lite,2,7.049999999999999e-05,How do Duck starships generate thrust and what is the visible signature of their drives?,factual,"['duck_technology.md', 'the_duck_wars.md']","[0.8391, 0.7577]",3,0.000255
ducks,,['duck_technology.md'],f_easy_squeak_drive,0.00018475,True,gemini-3.1-flash-lite,2,9.300000000000001e-05,What is the Squeak Drive and how does it give Duck ships their maneuverability?,factual,"['duck_technology.md', 'the_duck_wars.md']","[0.8307, 0.776]",3,0.00027775
ducks,,['duck_technology.md'],f_easy_wave_generator,,False,,0,,What is the Wave Generator and what does it do?,factual,[],[],3,
ducks,,"['the_duck_wars.md', 'duck_wars_extended_history.md']",f_easy_drainer_weapon,0.00013525,True,gemini-3.1-flash-lite,1,8.4e-05,What was the Spong Drainer weapon and what threat did it pose to Duck hulls?,factual,['duck_wars_extended_history.md'],[0.7512],3,0.00021925
ducks,,"['the_duck_wars.md', 'duck_wars_extended_history.md']",f_easy_loofah_outcome,0.00038225,True,gemini-3.1-flash-lite,3,0.0001845,What happened to the Spong fleet at the Battle of the Loofah Line?,factual,"['duck_wars_extended_history.md', 'duck_wars_extended_history.md', 'duck_wars_extended_history.md']","[0.7925, 0.7842, 0.7722]",3,0.00056675
ducks,,"['the_duck_wars.md', 'duck_wars_extended_history.md']",f_easy_admiral_suds,,False,,0,,Who was Admiral Suds and what was his role in the war?,factual,[],[],3,
ducks,,['galactic_gazetteer.md'],f_easy_soapstone,,False,,0,,What is the planet Soapstone and what is its atmosphere like?,factual,[],[],3,
ducks,,['galactic_gazetteer.md'],f_easy_whirlpoolia,,False,,0,,What is unusual about the planet Whirlpoolia and where is the Federation outpost there?,factual,[],[],3,
ducks,,['galactic_gazetteer.md'],f_easy_bristle,,False,,0,,What is unusual about the flora on the planet Bristle?,factual,[],[],3,
ducks,,['galactic_gazetteer.md'],f_easy_latheria,0.0001035,False,gemini-3.1-flash-lite,1,3.45e-05,What kind of world is Latheria and why is it important to the Quack-Federa-tion?,factual,['the_duck_wars.md'],[0.7597],3,0.000138
ducks,,['quack_federation_governance.md'],f_easy_currency,0.00015725,True,gemini-3.1-flash-lite,1,3.6e-05,What is the basic currency of the Quack-Federa-tion and how is it subdivided?,factual,['quack_federation_governance.md'],[0.7811],3,0.00019325
ducks,,['quack_federation_governance.md'],f_easy_council_size,,False,,0,,How many seats does the Tide Council have in total?,factual,[],[],3,
ducks,,['quack_federation_governance.md'],f_easy_five_departments,,False,,0,,What are the five Departments that the Hydromarch presides over?,factual,[],[],3,
ducks,,['species_compendium.md'],f_easy_duck_lifespan,,False,,0,,What is the average lifespan of a Duck in standard cycles?,factual,[],[],3,
ducks,,['species_compendium.md'],f_easy_echo_folk_comms,,False,,0,,How do the Echo-Folk communicate and where do they live?,factual,[],[],3,
ducks,,['isoprene_planetary_survey.md'],f_easy_splashport_pop,,False,,0,,What is the population of Splashport and where is the city located?,factual,[],[],3,
ducks,,['isoprene_planetary_survey.md'],f_easy_polymer_share,0.00040325,True,gemini-3.1-flash-lite,3,2.7e-05,What share of Isoprene's economy is accounted for by polymer extraction and processing?,factual,"['isoprene_planetary_survey.md', 'isoprene_planetary_survey.md', 'isoprene_planetary_survey.md']","[0.7861, 0.7743, 0.7516]",3,0.00043025
ducks,,['isoprene_planetary_survey.md'],f_easy_buoyant_capacity,0.00013125,True,gemini-3.1-flash-lite,1,3.0000000000000004e-05,What is the sustained capital-vessel construction capacity of the Buoyant Yards per cycle?,factual,['isoprene_planetary_survey.md'],[0.7711],3,0.00016125
ducks,,['isoprene_planetary_survey.md'],f_easy_way_of_tides_pct,0.0001335,True,gemini-3.1-flash-lite,1,3.45e-05,What percentage of Isoprene's population practices the Way of the Tides?,factual,['isoprene_planetary_survey.md'],[0.8091],3,0.000168
ducks,,['duck_wars_extended_history.md'],f_med_battlebill,,False,,0,,What was the Mark-VII Battlebill and what wartime problem did it solve?,factual,[],[],3,
ducks,,['duck_wars_extended_history.md'],f_med_loofah_accord_year,,False,,0,,In what standard cycle was the Loofah Accord signed?,factual,[],[],3,
ducks,,['duck_wars_extended_history.md'],f_med_long_withdrawal,,False,,0,,What was the Long Withdrawal and which worlds anchored the resulting defensive arc?,factual,[],[],3,
ducks,,['isoprene_planetary_survey.md'],f_med_reedwater_act,,False,,0,,"What does the Reedwater Conservation Act protect, and roughly how many harvesting licenses are issued per cycle?",factual,[],[],3,
ducks,,['isoprene_planetary_survey.md'],f_med_stillwater_protocol,,False,,0,,What is the Stillwater Protocol and what is the designated primary continuity-of-government site?,factual,[],[],3,
ducks,,['isoprene_planetary_survey.md'],f_med_trans_continental_canal,,False,,0,,How long is the Trans-Continental Canal and what does it connect?,factual,[],[],3,
