dataset,error,expected_docs,id,input_cost_usd,matched,model,num_returned,output_cost_usd,query,query_type,returned_docs,returned_scores,top_k,total_cost_usd
ducks,,['duck_technology.md'],f_easy_bubble_shield,,False,,0,,What is the Bubble Shield and how does it dissipate enemy fire?,factual,[],[],3,
ducks,,['duck_technology.md'],f_easy_hydro_thrusters,9.325e-05,True,gemini-3.1-flash-lite,1,6.45e-05,How do Duck starships generate thrust and what is the visible signature of their drives?,factual,['duck_technology.md'],[0.8382],3,0.00015775
ducks,,['duck_technology.md'],f_easy_squeak_drive,9.35e-05,True,gemini-3.1-flash-lite,1,9e-05,What is the Squeak Drive and how does it give Duck ships their maneuverability?,factual,['duck_technology.md'],[0.8412],3,0.00018350000000000002
ducks,,['duck_technology.md'],f_easy_wave_generator,,False,,0,,What is the Wave Generator and what does it do?,factual,[],[],3,
ducks,,"['the_duck_wars.md', 'duck_wars_extended_history.md']",f_easy_drainer_weapon,0.00010225,True,gemini-3.1-flash-lite,1,6.15e-05,What was the Spong Drainer weapon and what threat did it pose to Duck hulls?,factual,['the_duck_wars.md'],[0.8084],3,0.00016375
ducks,,"['the_duck_wars.md', 'duck_wars_extended_history.md']",f_easy_loofah_outcome,0.00033475,True,gemini-3.1-flash-lite,3,0.0001515,What happened to the Spong fleet at the Battle of the Loofah Line?,factual,"['duck_wars_extended_history.md', 'duck_wars_extended_history.md', 'the_duck_wars.md']","[0.8206, 0.813, 0.8108]",3,0.00048625
ducks,,"['the_duck_wars.md', 'duck_wars_extended_history.md']",f_easy_admiral_suds,0.00010125,True,gemini-3.1-flash-lite,1,9.15e-05,Who was Admiral Suds and what was his role in the war?,factual,['the_duck_wars.md'],[0.804],3,0.00019275
ducks,,['galactic_gazetteer.md'],f_easy_soapstone,0.0004135,True,gemini-3.1-flash-lite,3,5.7e-05,What is the planet Soapstone and what is its atmosphere like?,factual,"['galactic_gazetteer.md', 'galactic_gazetteer.md', 'galactic_gazetteer.md']","[0.8284, 0.8271, 0.8225]",3,0.0004705
ducks,,['galactic_gazetteer.md'],f_easy_whirlpoolia,0.0004145,True,gemini-3.1-flash-lite,3,7.8e-05,What is unusual about the planet Whirlpoolia and where is the Federation outpost there?,factual,"['galactic_gazetteer.md', 'galactic_gazetteer.md', 'galactic_gazetteer.md']","[0.8206, 0.817, 0.8137]",3,0.0004925
ducks,,['galactic_gazetteer.md'],f_easy_bristle,0.000378,False,gemini-3.1-flash-lite,3,6.6e-05,What is unusual about the flora on the planet Bristle?,factual,"['species_compendium.md', 'isoprene_planetary_survey.md', 'isoprene_planetary_survey.md']","[0.8171, 0.8127, 0.8062]",3,0.00044400000000000006
ducks,,['galactic_gazetteer.md'],f_easy_latheria,0.00013575,True,gemini-3.1-flash-lite,1,8.55e-05,What kind of world is Latheria and why is it important to the Quack-Federa-tion?,factual,['galactic_gazetteer.md'],[0.8402],3,0.00022124999999999998
ducks,,['quack_federation_governance.md'],f_easy_currency,0.000131,True,gemini-3.1-flash-lite,1,2.7e-05,What is the basic currency of the Quack-Federa-tion and how is it subdivided?,factual,['quack_federation_governance.md'],[0.8029],3,0.00015800000000000002
ducks,,['quack_federation_governance.md'],f_easy_council_size,,False,,0,,How many seats does the Tide Council have in total?,factual,[],[],3,
