dataset,error,expected_docs,id,input_cost_usd,matched,model,num_returned,output_cost_usd,query,query_type,returned_docs,returned_scores,top_k,total_cost_usd
ducks,,['duck_technology.md'],f_easy_bubble_shield,0.000292,True,gemini-3.1-flash-lite,3,0.0001125,What is the Bubble Shield and how does it dissipate enemy fire?,factual,"['duck_technology.md', 'the_duck_wars.md', 'duck_wars_extended_history.md']","[0.6291, 0.6054, 0.6013]",3,0.0004045
ducks,,['duck_technology.md'],f_easy_hydro_thrusters,0.00031375,True,gemini-3.1-flash-lite,3,7.049999999999999e-05,How do Duck starships generate thrust and what is the visible signature of their drives?,factual,"['duck_technology.md', 'the_duck_wars.md', 'duck_wars_extended_history.md']","[0.8391, 0.7577, 0.7128]",3,0.00038425
ducks,,['duck_technology.md'],f_easy_squeak_drive,0.000314,True,gemini-3.1-flash-lite,3,8.099999999999999e-05,What is the Squeak Drive and how does it give Duck ships their maneuverability?,factual,"['duck_technology.md', 'the_duck_wars.md', 'duck_wars_extended_history.md']","[0.8307, 0.776, 0.7193]",3,0.00039499999999999995
ducks,,['duck_technology.md'],f_easy_wave_generator,0.00025725,True,gemini-3.1-flash-lite,3,0.00010650000000000001,What is the Wave Generator and what does it do?,factual,"['duck_technology.md', 'duck_wars_extended_history.md', 'duck_wars_extended_history.md']","[0.586, 0.5685, 0.5627]",3,0.00036375000000000003
ducks,,"['the_duck_wars.md', 'duck_wars_extended_history.md']",f_easy_drainer_weapon,0.00035575,True,gemini-3.1-flash-lite,3,0.000108,What was the Spong Drainer weapon and what threat did it pose to Duck hulls?,factual,"['duck_wars_extended_history.md', 'the_duck_wars.md', 'duck_wars_extended_history.md']","[0.7512, 0.7424, 0.7239]",3,0.00046374999999999997
ducks,,"['the_duck_wars.md', 'duck_wars_extended_history.md']",f_easy_loofah_outcome,0.00038225,True,gemini-3.1-flash-lite,3,0.000174,What happened to the Spong fleet at the Battle of the Loofah Line?,factual,"['duck_wars_extended_history.md', 'duck_wars_extended_history.md', 'duck_wars_extended_history.md']","[0.7925, 0.7842, 0.7722]",3,0.00055625
ducks,,"['the_duck_wars.md', 'duck_wars_extended_history.md']",f_easy_admiral_suds,0.00035475,True,gemini-3.1-flash-lite,3,0.0001365,Who was Admiral Suds and what was his role in the war?,factual,"['the_duck_wars.md', 'duck_wars_extended_history.md', 'duck_wars_extended_history.md']","[0.7018, 0.6952, 0.6865]",3,0.0004912499999999999
ducks,,['galactic_gazetteer.md'],f_easy_soapstone,0.00041625,True,gemini-3.1-flash-lite,3,9e-05,What is the planet Soapstone and what is its atmosphere like?,factual,"['galactic_gazetteer.md', 'isoprene_planetary_survey.md', 'isoprene_planetary_survey.md']","[0.6986, 0.6961, 0.6452]",3,0.00050625
ducks,,['galactic_gazetteer.md'],f_easy_whirlpoolia,0.00034325,True,gemini-3.1-flash-lite,3,6.9e-05,What is unusual about the planet Whirlpoolia and where is the Federation outpost there?,factual,"['galactic_gazetteer.md', 'duck_wars_extended_history.md', 'duck_wars_extended_history.md']","[0.6985, 0.6513, 0.651]",3,0.00041225
ducks,,['galactic_gazetteer.md'],f_easy_bristle,0.00041725,True,gemini-3.1-flash-lite,3,5.5499999999999994e-05,What is unusual about the flora on the planet Bristle?,factual,"['galactic_gazetteer.md', 'duck_wars_extended_history.md', 'isoprene_planetary_survey.md']","[0.658, 0.6467, 0.6374]",3,0.00047274999999999997
ducks,,['galactic_gazetteer.md'],f_easy_latheria,0.00037275,True,gemini-3.1-flash-lite,3,0.00012000000000000002,What kind of world is Latheria and why is it important to the Quack-Federa-tion?,factual,"['the_duck_wars.md', 'quack_federation_governance.md', 'galactic_gazetteer.md']","[0.7597, 0.7314, 0.7186]",3,0.00049275
ducks,,['quack_federation_governance.md'],f_easy_currency,0.000368,True,gemini-3.1-flash-lite,3,2.7e-05,What is the basic currency of the Quack-Federa-tion and how is it subdivided?,factual,"['quack_federation_governance.md', 'quack_federation_governance.md', 'the_duck_wars.md']","[0.7811, 0.7483, 0.7031]",3,0.000395
ducks,,['quack_federation_governance.md'],f_easy_council_size,0.00041675,True,gemini-3.1-flash-lite,3,1.8e-05,How many seats does the Tide Council have in total?,factual,"['quack_federation_governance.md', 'quack_federation_governance.md', 'isoprene_planetary_survey.md']","[0.6979, 0.6542, 0.6363]",3,0.00043475
ducks,,['quack_federation_governance.md'],f_easy_five_departments,0.000402,True,gemini-3.1-flash-lite,3,0.000165,What are the five Departments that the Hydromarch presides over?,factual,"['quack_federation_governance.md', 'quack_federation_governance.md', 'isoprene_planetary_survey.md']","[0.7341, 0.6978, 0.6693]",3,0.000567
ducks,,['species_compendium.md'],f_easy_duck_lifespan,0.0004355,True,gemini-3.1-flash-lite,3,2.1e-05,What is the average lifespan of a Duck in standard cycles?,factual,"['species_compendium.md', 'isoprene_planetary_survey.md', 'quack_federation_governance.md']","[0.7033, 0.6988, 0.6872]",3,0.00045650000000000004
ducks,,['species_compendium.md'],f_easy_echo_folk_comms,0.00038975,True,gemini-3.1-flash-lite,3,4.2e-05,How do the Echo-Folk communicate and where do they live?,factual,"['species_compendium.md', 'species_compendium.md', 'quack_federation_governance.md']","[0.6569, 0.6362, 0.6271]",3,0.00043175
ducks,,['isoprene_planetary_survey.md'],f_easy_splashport_pop,0.0004305,True,gemini-3.1-flash-lite,3,5.1e-05,What is the population of Splashport and where is the city located?,factual,"['isoprene_planetary_survey.md', 'isoprene_planetary_survey.md', 'isoprene_planetary_survey.md']","[0.6576, 0.6279, 0.6083]",3,0.0004815
ducks,,['isoprene_planetary_survey.md'],f_easy_polymer_share,0.00040325,True,gemini-3.1-flash-lite,3,2.7e-05,What share of Isoprene's economy is accounted for by polymer extraction and processing?,factual,"['isoprene_planetary_survey.md', 'isoprene_planetary_survey.md', 'isoprene_planetary_survey.md']","[0.7861, 0.7743, 0.7516]",3,0.00043025
ducks,,['isoprene_planetary_survey.md'],f_easy_buoyant_capacity,0.00038825,True,gemini-3.1-flash-lite,3,3.0000000000000004e-05,What is the sustained capital-vessel construction capacity of the Buoyant Yards per cycle?,factual,"['isoprene_planetary_survey.md', 'isoprene_planetary_survey.md', 'quack_federation_governance.md']","[0.7711, 0.7002, 0.6913]",3,0.00041825
ducks,,['isoprene_planetary_survey.md'],f_easy_way_of_tides_pct,0.00038675,True,gemini-3.1-flash-lite,3,3.45e-05,What percentage of Isoprene's population practices the Way of the Tides?,factual,"['isoprene_planetary_survey.md', 'isoprene_planetary_survey.md', 'isoprene_planetary_survey.md']","[0.8091, 0.7333, 0.7308]",3,0.00042124999999999997
ducks,,['duck_wars_extended_history.md'],f_med_battlebill,0.00036475,True,gemini-3.1-flash-lite,3,9.749999999999998e-05,What was the Mark-VII Battlebill and what wartime problem did it solve?,factual,"['duck_wars_extended_history.md', 'the_duck_wars.md', 'duck_wars_extended_history.md']","[0.6107, 0.6077, 0.6059]",3,0.00046225
ducks,,['duck_wars_extended_history.md'],f_med_loofah_accord_year,0.00030975,True,gemini-3.1-flash-lite,3,2.7e-05,In what standard cycle was the Loofah Accord signed?,factual,"['duck_wars_extended_history.md', 'duck_wars_extended_history.md', 'duck_wars_extended_history.md']","[0.7227, 0.6898, 0.689]",3,0.00033675
ducks,,['duck_wars_extended_history.md'],f_med_long_withdrawal,0.00033,True,gemini-3.1-flash-lite,3,0.00017250000000000002,What was the Long Withdrawal and which worlds anchored the resulting defensive arc?,factual,"['duck_wars_extended_history.md', 'duck_wars_extended_history.md', 'duck_wars_extended_history.md']","[0.6876, 0.6556, 0.6508]",3,0.0005025
